剑川路,36.1474998,135.168906,北桥,36.1714963,135.161684,5,144,86,163
北桥,36.1714963,135.161684,颛桥,36.1995677,135.1527227,5,144,86,163
颛桥,36.1995677,135.1527227,银都路,36.228333,135.13985,5,144,86,163
银都路,36.228333,135.13985,春申路,36.2398145,135.1347961,5,144,86,163
春申路,36.2398145,135.1347961,莘庄,36.2561449,135.1340074,5,144,86,163
龙阳路,36.3749274,135.3259877,华夏中路,36.3397153,135.3547002,16,141,209,191
华夏中路,36.3397153,135.3547002,罗山路,36.311326,135.3656652,16,141,209,191
罗山路,36.311326,135.3656652,周浦东,36.2551341,135.3810389,16,141,209,191
周浦东,36.2551341,135.3810389,鹤沙航城,36.2132238,135.3857799,16,141,209,191
鹤沙航城,36.2132238,135.3857799,航头东,36.1838551,135.3927454,16,141,209,191
航头东,36.1838551,135.3927454,新场,36.1719555,135.4274884,16,141,209,191
新场,36.1719555,135.4274884,上海野生动物园,36.1783162,135.4841803,16,141,209,191
上海野生动物园,36.1783162,135.4841803,惠南,36.1825198,135.5534956,16,141,209,191
惠南,36.1825198,135.5534956,惠南东,36.1477484,135.5882932,16,141,209,191
惠南东,36.1477484,135.5882932,书院,36.0601846,135.6523129,16,141,209,191
书院,36.0601846,135.6523129,临港大道,36.0154355,135.7185773,16,141,209,191
临港大道,36.0154355,135.7185773,滴水湖,35.9935469,135.7399972,16,141,209,191
宝山路,36.4385618,135.2357642,海伦路,36.4472056,135.2503317,4,80,46,141
海伦路,36.4472056,135.2503317,临平路,36.4503741,135.2631181,4,80,46,141
临平路,36.4503741,135.2631181,大连路,36.4466719,135.2764448,4,80,46,141
大连路,36.4466719,135.2764448,杨树浦路,36.438842,135.2813076,4,80,46,141
杨树浦路,36.438842,135.2813076,浦东大道,36.4234427,135.2836111,4,80,46,141
浦东大道,36.4234427,135.2836111,世纪大道,36.409262,135.2918735,4,80,46,141
蓝村路,36.3869326,135.2930593,塘桥,36.3840766,135.2828765,4,80,46,141
塘桥,36.3840766,135.2828765,南浦大桥,36.3826232,135.2617059,4,80,46,141
南浦大桥,36.3826232,135.2617059,西藏南路,36.3740589,135.2503365,4,80,46,141
西藏南路,36.3740589,135.2503365,鲁班路,36.3705213,135.2334891,4,80,46,141
鲁班路,36.3705213,135.2334891,大木桥路,36.3645569,135.2214216,4,80,46,141
大木桥路,36.3645569,135.2214216,东安路,36.3602925,135.2116496,4,80,46,141
东安路,36.3602925,135.2116496,上海体育场,36.3539966,135.1992691,4,80,46,141
上海体育场,36.3539966,135.1992691,上海体育馆,36.3502362,135.1922832,4,80,46,141
上海体育馆,36.3502362,135.1922832,宜山路,36.3551403,135.1810308,4,80,46,141
嘉定北,36.6200359,134.9696829,嘉定西,36.6016443,134.9589895,11,126,33,49
嘉定西,36.6016443,134.9589895,白银路,36.5603054,134.9783564,11,126,33,49
白银路,36.5603054,134.9783564,嘉定新城,36.5400374,134.988641,11,126,33,49
嘉定新城,36.5400374,134.988641,马陆,36.5266258,135.0135655,11,126,33,49
马陆,36.5266258,135.0135655,南翔,36.4980431,135.0651274,11,126,33,49
南翔,36.4980431,135.0651274,桃浦新村,36.4776774,135.094281,11,126,33,49
桃浦新村,36.4776774,135.094281,武威路,36.4714285,135.1114033,11,126,33,49
武威路,36.4714285,135.1114033,祁连山路,36.4641435,135.1238495,11,126,33,49
祁连山路,36.4641435,135.1238495,李子园路,36.4608036,135.1394725,11,126,33,49
李子园路,36.4608036,135.1394725,上海西站,36.4529173,135.1521712,11,126,33,49
上海西站,36.4529173,135.1521712,真如,36.4373079,135.1587328,11,126,33,49
真如,36.4373079,135.1587328,枫桥路,36.4263862,135.1628582,11,126,33,49
枫桥路,36.4263862,135.1628582,曹杨路,36.4212553,135.1701603,11,126,33,49
曹杨路,36.4212553,135.1701603,隆德路,36.4116934,135.1768297,11,126,33,49
